TASKID,CHUNK,ITERATION,METHOD,VALUE
5bdaa66853f269aaadbc23a3e1baf64d,5,2,"SET","465116.28"
5bdaa66853f269aaadbc23a3e1baf64d,5,2,"GET","512820.53"
5bdaa66853f269aaadbc23a3e1baf64d,5,3,"SET","467289.72"
5bdaa66853f269aaadbc23a3e1baf64d,5,3,"GET","440528.62"
5bdaa66853f269aaadbc23a3e1baf64d,5,4,"SET","389105.06"
5bdaa66853f269aaadbc23a3e1baf64d,5,4,"GET","510204.09"
5bdaa66853f269aaadbc23a3e1baf64d,5,5,"SET","375939.84"
5bdaa66853f269aaadbc23a3e1baf64d,5,5,"GET","490196.09"
5f55787624b864552b696626f4b96a5e,5,1,"SET","367647.03"
5f55787624b864552b696626f4b96a5e,5,1,"GET","452488.69"
5f55787624b864552b696626f4b96a5e,5,2,"SET","377358.50"
5f55787624b864552b696626f4b96a5e,5,2,"GET","476190.50"
5f55787624b864552b696626f4b96a5e,5,3,"SET","377358.50"
5f55787624b864552b696626f4b96a5e,5,3,"GET","473933.66"
5f55787624b864552b696626f4b96a5e,5,4,"SET","363636.34"
5f55787624b864552b696626f4b96a5e,5,4,"GET","476190.50"
5f55787624b864552b696626f4b96a5e,5,5,"SET","352112.66"
5f55787624b864552b696626f4b96a5e,5,5,"GET","460829.50"
62eaa2b1fe9dbc0765c0dc4034cb24ba,5,1,"SET","970873.81"
62eaa2b1fe9dbc0765c0dc4034cb24ba,5,1,"GET","1190476.25"
62eaa2b1fe9dbc0765c0dc4034cb24ba,5,2,"SET","952381.00"
62eaa2b1fe9dbc0765c0dc4034cb24ba,5,2,"GET","1190476.25"
62eaa2b1fe9dbc0765c0dc4034cb24ba,5,3,"SET","980392.19"
62eaa2b1fe9dbc0765c0dc4034cb24ba,5,3,"GET","1190476.25"
62eaa2b1fe9dbc0765c0dc4034cb24ba,5,4,"SET","970873.81"
62eaa2b1fe9dbc0765c0dc4034cb24ba,5,4,"GET","1176470.62"
62eaa2b1fe9dbc0765c0dc4034cb24ba,5,5,"SET","943396.25"
62eaa2b1fe9dbc0765c0dc4034cb24ba,5,5,"GET","1190476.25"
634a96ffb067c1bac3601d09cb421988,5,1,"SET","277008.31"
634a96ffb067c1bac3601d09cb421988,5,1,"GET","357142.84"
634a96ffb067c1bac3601d09cb421988,5,2,"SET","279329.59"
634a96ffb067c1bac3601d09cb421988,5,2,"GET","363636.34"
634a96ffb067c1bac3601d09cb421988,5,3,"SET","281690.16"
634a96ffb067c1bac3601d09cb421988,5,3,"GET","371747.22"
634a96ffb067c1bac3601d09cb421988,5,4,"SET","271002.72"
634a96ffb067c1bac3601d09cb421988,5,4,"GET","370370.34"
634a96ffb067c1bac3601d09cb421988,5,5,"SET","269541.78"
634a96ffb067c1bac3601d09cb421988,5,5,"GET","371747.22"
64bb0fb94df616d82ad27caf1486211f,5,1,"SET","267379.66"
64bb0fb94df616d82ad27caf1486211f,5,1,"GET","325732.88"
64bb0fb94df616d82ad27caf1486211f,5,2,"SET","284090.91"
64bb0fb94df616d82ad27caf1486211f,5,2,"GET","320512.81"
64bb0fb94df616d82ad27caf1486211f,5,3,"SET","271002.72"
64bb0fb94df616d82ad27caf1486211f,5,3,"GET","330033.00"
64bb0fb94df616d82ad27caf1486211f,5,4,"SET","271002.72"
64bb0fb94df616d82ad27caf1486211f,5,4,"GET","334448.16"
64bb0fb94df616d82ad27caf1486211f,5,5,"SET","283286.12"
64bb0fb94df616d82ad27caf1486211f,5,5,"GET","334448.16"
6501c2678caae1080ffc98d2db7d35a3,5,1,"SET","568181.81"
6501c2678caae1080ffc98d2db7d35a3,5,1,"GET","840336.12"
6501c2678caae1080ffc98d2db7d35a3,5,2,"SET","595238.12"
6501c2678caae1080ffc98d2db7d35a3,5,2,"GET","840336.12"
6501c2678caae1080ffc98d2db7d35a3,5,3,"SET","595238.12"
6501c2678caae1080ffc98d2db7d35a3,5,3,"GET","819672.12"
6501c2678caae1080ffc98d2db7d35a3,5,4,"SET","578034.69"
6501c2678caae1080ffc98d2db7d35a3,5,4,"GET","813008.12"
6501c2678caae1080ffc98d2db7d35a3,5,5,"SET","606060.56"
6501c2678caae1080ffc98d2db7d35a3,5,5,"GET","840336.12"
662b4bdd67d0277b14c648c88573ffd4,5,1,"SET","318471.31"
662b4bdd67d0277b14c648c88573ffd4,5,1,"GET","333333.31"
662b4bdd67d0277b14c648c88573ffd4,5,2,"SET","316455.69"
662b4bdd67d0277b14c648c88573ffd4,5,2,"GET","371747.22"
662b4bdd67d0277b14c648c88573ffd4,5,3,"SET","310559.00"
662b4bdd67d0277b14c648c88573ffd4,5,3,"GET","370370.34"
662b4bdd67d0277b14c648c88573ffd4,5,4,"SET","315457.41"
662b4bdd67d0277b14c648c88573ffd4,5,4,"GET","371747.22"
662b4bdd67d0277b14c648c88573ffd4,5,5,"SET","306748.47"
662b4bdd67d0277b14c648c88573ffd4,5,5,"GET","346020.75"
6fd1dca3c1b387e94989359ec71ea51c,5,1,"SET","210970.47"
6fd1dca3c1b387e94989359ec71ea51c,5,1,"GET","263157.91"
6fd1dca3c1b387e94989359ec71ea51c,5,2,"SET","221238.94"
6fd1dca3c1b387e94989359ec71ea51c,5,2,"GET","278551.53"
6fd1dca3c1b387e94989359ec71ea51c,5,3,"SET","210526.31"
6fd1dca3c1b387e94989359ec71ea51c,5,3,"GET","276243.09"
6fd1dca3c1b387e94989359ec71ea51c,5,4,"SET","220750.55"
6fd1dca3c1b387e94989359ec71ea51c,5,4,"GET","276243.09"
6fd1dca3c1b387e94989359ec71ea51c,5,5,"SET","202839.75"
6fd1dca3c1b387e94989359ec71ea51c,5,5,"GET","277008.31"
71f173f1e4e96ba961d233266f69872a,5,1,"SET","869565.19"
71f173f1e4e96ba961d233266f69872a,5,1,"GET","1098901.12"
71f173f1e4e96ba961d233266f69872a,5,2,"SET","884955.75"
71f173f1e4e96ba961d233266f69872a,5,2,"GET","1020408.19"
71f173f1e4e96ba961d233266f69872a,5,3,"SET","900900.88"
71f173f1e4e96ba961d233266f69872a,5,3,"GET","1075268.75"
71f173f1e4e96ba961d233266f69872a,5,4,"SET","884955.75"
71f173f1e4e96ba961d233266f69872a,5,4,"GET","1063829.88"
71f173f1e4e96ba961d233266f69872a,5,5,"SET","900900.88"
71f173f1e4e96ba961d233266f69872a,5,5,"GET","1098901.12"
7e71cbe4112f88d7abffd131fd140622,5,1,"SET","408163.25"
7e71cbe4112f88d7abffd131fd140622,5,1,"GET","490196.09"
7e71cbe4112f88d7abffd131fd140622,5,2,"SET","444444.47"
7e71cbe4112f88d7abffd131fd140622,5,2,"GET","458715.59"
7e71cbe4112f88d7abffd131fd140622,5,3,"SET","448430.47"
7e71cbe4112f88d7abffd131fd140622,5,3,"GET","446428.56"
7e71cbe4112f88d7abffd131fd140622,5,4,"SET","380228.12"
7e71cbe4112f88d7abffd131fd140622,5,4,"GET","487804.88"
7e71cbe4112f88d7abffd131fd140622,5,5,"SET","450450.44"
7e71cbe4112f88d7abffd131fd140622,5,5,"GET","421940.94"
7e9de06e835a7e90813a79f959714478,5,1,"SET","346020.75"
7e9de06e835a7e90813a79f959714478,5,1,"GET","411522.62"
7e9de06e835a7e90813a79f959714478,5,2,"SET","347222.25"
7e9de06e835a7e90813a79f959714478,5,2,"GET","416666.69"
7e9de06e835a7e90813a79f959714478,5,3,"SET","337837.84"
7e9de06e835a7e90813a79f959714478,5,3,"GET","384615.41"
7e9de06e835a7e90813a79f959714478,5,4,"SET","341296.91"
7e9de06e835a7e90813a79f959714478,5,4,"GET","389105.06"
7e9de06e835a7e90813a79f959714478,5,5,"SET","348432.06"
7e9de06e835a7e90813a79f959714478,5,5,"GET","384615.41"
7e9ded49a73ca9d1cddaa11139328017,5,1,"SET","393700.78"
7e9ded49a73ca9d1cddaa11139328017,5,1,"GET","505050.50"
7e9ded49a73ca9d1cddaa11139328017,5,2,"SET","370370.34"
7e9ded49a73ca9d1cddaa11139328017,5,2,"GET","507614.22"
7e9ded49a73ca9d1cddaa11139328017,5,3,"SET","395256.94"
7e9ded49a73ca9d1cddaa11139328017,5,3,"GET","495049.50"
7e9ded49a73ca9d1cddaa11139328017,5,4,"SET","396825.38"
7e9ded49a73ca9d1cddaa11139328017,5,4,"GET","490196.09"
7e9ded49a73ca9d1cddaa11139328017,5,5,"SET","378787.88"
7e9ded49a73ca9d1cddaa11139328017,5,5,"GET","505050.50"
81c4d5b02e33350963dc7b16e7991cb4,5,1,"SET","490196.09"
81c4d5b02e33350963dc7b16e7991cb4,5,1,"GET","584795.31"
81c4d5b02e33350963dc7b16e7991cb4,5,2,"SET","543478.25"
81c4d5b02e33350963dc7b16e7991cb4,5,2,"GET","584795.31"
81c4d5b02e33350963dc7b16e7991cb4,5,3,"SET","540540.56"
81c4d5b02e33350963dc7b16e7991cb4,5,3,"GET","537634.38"
81c4d5b02e33350963dc7b16e7991cb4,5,4,"SET","537634.38"
81c4d5b02e33350963dc7b16e7991cb4,5,4,"GET","574712.69"
81c4d5b02e33350963dc7b16e7991cb4,5,5,"SET","467289.72"
81c4d5b02e33350963dc7b16e7991cb4,5,5,"GET","584795.31"
8d800dbc56e4c66eb3d91661740c4b0f,5,1,"SET","892857.12"
8d800dbc56e4c66eb3d91661740c4b0f,5,1,"GET","1075268.75"
8d800dbc56e4c66eb3d91661740c4b0f,5,2,"SET","884955.75"
8d800dbc56e4c66eb3d91661740c4b0f,5,2,"GET","1075268.75"
8d800dbc56e4c66eb3d91661740c4b0f,5,3,"SET","869565.19"
8d800dbc56e4c66eb3d91661740c4b0f,5,3,"GET","1086956.50"
8d800dbc56e4c66eb3d91661740c4b0f,5,4,"SET","806451.62"
8d800dbc56e4c66eb3d91661740c4b0f,5,4,"GET","1041666.69"
8d800dbc56e4c66eb3d91661740c4b0f,5,5,"SET","892857.12"
8d800dbc56e4c66eb3d91661740c4b0f,5,5,"GET","1063829.88"
8d8dfe4e2f5a4207d733ddfdc8e223d2,5,1,"SET","492610.84"
8d8dfe4e2f5a4207d733ddfdc8e223d2,5,1,"GET","689655.19"
8d8dfe4e2f5a4207d733ddfdc8e223d2,5,2,"SET","520833.34"
8d8dfe4e2f5a4207d733ddfdc8e223d2,5,2,"GET","694444.50"
8d8dfe4e2f5a4207d733ddfdc8e223d2,5,3,"SET","502512.56"
8d8dfe4e2f5a4207d733ddfdc8e223d2,5,3,"GET","694444.50"
8d8dfe4e2f5a4207d733ddfdc8e223d2,5,4,"SET","526315.81"
8d8dfe4e2f5a4207d733ddfdc8e223d2,5,4,"GET","694444.50"
8d8dfe4e2f5a4207d733ddfdc8e223d2,5,5,"SET","531914.94"
8d8dfe4e2f5a4207d733ddfdc8e223d2,5,5,"GET","680272.12"
8fe881f3d0ac4432a682c06d1b2275d0,5,1,"SET","1052631.62"
8fe881f3d0ac4432a682c06d1b2275d0,5,1,"GET","1265822.75"
8fe881f3d0ac4432a682c06d1b2275d0,5,2,"SET","1075268.75"
8fe881f3d0ac4432a682c06d1b2275d0,5,2,"GET","1315789.50"
8fe881f3d0ac4432a682c06d1b2275d0,5,3,"SET","1020408.19"
8fe881f3d0ac4432a682c06d1b2275d0,5,3,"GET","1282051.25"
8fe881f3d0ac4432a682c06d1b2275d0,5,4,"SET","980392.19"
8fe881f3d0ac4432a682c06d1b2275d0,5,4,"GET","1265822.75"
8fe881f3d0ac4432a682c06d1b2275d0,5,5,"SET","1052631.62"
8fe881f3d0ac4432a682c06d1b2275d0,5,5,"GET","1315789.50"
9a3eecb64e5b82533c8767a94b5f832f,5,1,"SET","346020.75"
9a3eecb64e5b82533c8767a94b5f832f,5,1,"GET","425531.91"
9a3eecb64e5b82533c8767a94b5f832f,5,2,"SET","327868.84"
9a3eecb64e5b82533c8767a94b5f832f,5,2,"GET","375939.84"
9a3eecb64e5b82533c8767a94b5f832f,5,3,"SET","354609.94"
9a3eecb64e5b82533c8767a94b5f832f,5,3,"GET","431034.50"
9a3eecb64e5b82533c8767a94b5f832f,5,4,"SET","355871.91"
9a3eecb64e5b82533c8767a94b5f832f,5,4,"GET","431034.50"
9a3eecb64e5b82533c8767a94b5f832f,5,5,"SET","323624.62"
9a3eecb64e5b82533c8767a94b5f832f,5,5,"GET","389105.06"
9b75f50a27a1a106bc9c03d7bf5018b1,5,1,"SET","340136.06"
9b75f50a27a1a106bc9c03d7bf5018b1,5,1,"GET","353356.91"
9b75f50a27a1a106bc9c03d7bf5018b1,5,2,"SET","337837.84"
9b75f50a27a1a106bc9c03d7bf5018b1,5,2,"GET","401606.44"
9b75f50a27a1a106bc9c03d7bf5018b1,5,3,"SET","335570.47"
9b75f50a27a1a106bc9c03d7bf5018b1,5,3,"GET","403225.81"
9b75f50a27a1a106bc9c03d7bf5018b1,5,4,"SET","327868.84"
9b75f50a27a1a106bc9c03d7bf5018b1,5,4,"GET","400000.00"
9b75f50a27a1a106bc9c03d7bf5018b1,5,5,"SET","340136.06"
9b75f50a27a1a106bc9c03d7bf5018b1,5,5,"GET","353356.91"
9bf0659d52df374f233c4224e91ec0f1,5,1,"SET","378787.88"
9bf0659d52df374f233c4224e91ec0f1,5,1,"GET","485436.91"
9bf0659d52df374f233c4224e91ec0f1,5,2,"SET","378787.88"
9bf0659d52df374f233c4224e91ec0f1,5,2,"GET","483091.78"
9bf0659d52df374f233c4224e91ec0f1,5,3,"SET","369003.69"
9bf0659d52df374f233c4224e91ec0f1,5,3,"GET","467289.72"
9bf0659d52df374f233c4224e91ec0f1,5,4,"SET","383141.75"
9bf0659d52df374f233c4224e91ec0f1,5,4,"GET","476190.50"
9bf0659d52df374f233c4224e91ec0f1,5,5,"SET","383141.75"
9bf0659d52df374f233c4224e91ec0f1,5,5,"GET","485436.91"
a06e77062d45f9686dda79d5d3a2fbbc,5,1,"SET","281690.16"
a06e77062d45f9686dda79d5d3a2fbbc,5,1,"GET","386100.38"
a06e77062d45f9686dda79d5d3a2fbbc,5,2,"SET","278551.53"
a06e77062d45f9686dda79d5d3a2fbbc,5,2,"GET","390624.97"
a06e77062d45f9686dda79d5d3a2fbbc,5,3,"SET","287356.34"
a06e77062d45f9686dda79d5d3a2fbbc,5,3,"GET","373134.31"
a06e77062d45f9686dda79d5d3a2fbbc,5,4,"SET","286532.94"
a06e77062d45f9686dda79d5d3a2fbbc,5,4,"GET","378787.88"
a06e77062d45f9686dda79d5d3a2fbbc,5,5,"SET","289855.06"
a06e77062d45f9686dda79d5d3a2fbbc,5,5,"GET","361010.81"
a32b58f4f9e015f88fef9b66ea6a7608,5,1,"SET","416666.69"
a32b58f4f9e015f88fef9b66ea6a7608,5,1,"GET","418410.06"
a32b58f4f9e015f88fef9b66ea6a7608,5,2,"SET","442477.88"
a32b58f4f9e015f88fef9b66ea6a7608,5,2,"GET","471698.12"
a32b58f4f9e015f88fef9b66ea6a7608,5,3,"SET","454545.47"
a32b58f4f9e015f88fef9b66ea6a7608,5,3,"GET","492610.84"
a32b58f4f9e015f88fef9b66ea6a7608,5,4,"SET","452488.69"
a32b58f4f9e015f88fef9b66ea6a7608,5,4,"GET","487804.88"
a32b58f4f9e015f88fef9b66ea6a7608,5,5,"SET","452488.69"
a32b58f4f9e015f88fef9b66ea6a7608,5,5,"GET","467289.72"
a44038e69070c2b23d060a9848d52185,5,1,"SET","473933.66"
a44038e69070c2b23d060a9848d52185,5,1,"GET","588235.31"
a44038e69070c2b23d060a9848d52185,5,2,"SET","469483.56"
a44038e69070c2b23d060a9848d52185,5,2,"GET","606060.56"
a44038e69070c2b23d060a9848d52185,5,3,"SET","465116.28"
a44038e69070c2b23d060a9848d52185,5,3,"GET","574712.69"
a44038e69070c2b23d060a9848d52185,5,4,"SET","465116.28"
a44038e69070c2b23d060a9848d52185,5,4,"GET","595238.12"
a44038e69070c2b23d060a9848d52185,5,5,"SET","442477.88"
a44038e69070c2b23d060a9848d52185,5,5,"GET","595238.12"
a5d91ba4262690390e3dc60e326ebec3,5,1,"SET","309597.50"
a5d91ba4262690390e3dc60e326ebec3,5,1,"GET","387596.91"
a5d91ba4262690390e3dc60e326ebec3,5,2,"SET","331125.84"
a5d91ba4262690390e3dc60e326ebec3,5,2,"GET","366300.38"
a5d91ba4262690390e3dc60e326ebec3,5,3,"SET","332225.91"
a5d91ba4262690390e3dc60e326ebec3,5,3,"GET","392156.88"
a5d91ba4262690390e3dc60e326ebec3,5,4,"SET","320512.81"
a5d91ba4262690390e3dc60e326ebec3,5,4,"GET","390624.97"
a5d91ba4262690390e3dc60e326ebec3,5,5,"SET","303951.38"
a5d91ba4262690390e3dc60e326ebec3,5,5,"GET","380228.12"
a635a1324f3dd4417d0f08239bdcea5d,5,1,"SET","483091.78"
a635a1324f3dd4417d0f08239bdcea5d,5,1,"GET","628930.81"
a635a1324f3dd4417d0f08239bdcea5d,5,2,"SET","465116.28"
a635a1324f3dd4417d0f08239bdcea5d,5,2,"GET","617283.94"
a635a1324f3dd4417d0f08239bdcea5d,5,3,"SET","490196.09"
a635a1324f3dd4417d0f08239bdcea5d,5,3,"GET","636942.62"
a635a1324f3dd4417d0f08239bdcea5d,5,4,"SET","487804.88"
a635a1324f3dd4417d0f08239bdcea5d,5,4,"GET","649350.62"
a635a1324f3dd4417d0f08239bdcea5d,5,5,"SET","485436.91"
a635a1324f3dd4417d0f08239bdcea5d,5,5,"GET","613496.94"
aa22fa3ffbd9158f7ae1f6081d730090,5,1,"SET","328947.38"
aa22fa3ffbd9158f7ae1f6081d730090,5,1,"GET","384615.41"
aa22fa3ffbd9158f7ae1f6081d730090,5,2,"SET","307692.31"
aa22fa3ffbd9158f7ae1f6081d730090,5,2,"GET","386100.38"
aa22fa3ffbd9158f7ae1f6081d730090,5,3,"SET","320512.81"
aa22fa3ffbd9158f7ae1f6081d730090,5,3,"GET","384615.41"
aa22fa3ffbd9158f7ae1f6081d730090,5,4,"SET","301204.84"
aa22fa3ffbd9158f7ae1f6081d730090,5,4,"GET","383141.75"
aa22fa3ffbd9158f7ae1f6081d730090,5,5,"SET","317460.31"
aa22fa3ffbd9158f7ae1f6081d730090,5,5,"GET","370370.34"
ab6d890a4050ec686648252b77c781ad,5,1,"SET","263157.91"
ab6d890a4050ec686648252b77c781ad,5,1,"GET","267379.66"
ab6d890a4050ec686648252b77c781ad,5,2,"SET","265252.00"
ab6d890a4050ec686648252b77c781ad,5,2,"GET","307692.31"
ab6d890a4050ec686648252b77c781ad,5,3,"SET","262467.19"
ab6d890a4050ec686648252b77c781ad,5,3,"GET","305810.41"
ab6d890a4050ec686648252b77c781ad,5,4,"SET","218340.61"
ab6d890a4050ec686648252b77c781ad,5,4,"GET","304878.03"
ab6d890a4050ec686648252b77c781ad,5,5,"SET","265252.00"
ab6d890a4050ec686648252b77c781ad,5,5,"GET","305810.41"
ab6f1a2e58555e7fac0d368a5602c7d0,5,1,"SET","1149425.38"
ab6f1a2e58555e7fac0d368a5602c7d0,5,1,"GET","1449275.38"
ab6f1a2e58555e7fac0d368a5602c7d0,5,2,"SET","1219512.12"
ab6f1a2e58555e7fac0d368a5602c7d0,5,2,"GET","1470588.12"
ab6f1a2e58555e7fac0d368a5602c7d0,5,3,"SET","1234567.88"
ab6f1a2e58555e7fac0d368a5602c7d0,5,3,"GET","1388889.00"
ab6f1a2e58555e7fac0d368a5602c7d0,5,4,"SET","1219512.12"
ab6f1a2e58555e7fac0d368a5602c7d0,5,4,"GET","1408450.62"
ab6f1a2e58555e7fac0d368a5602c7d0,5,5,"SET","1219512.12"
ab6f1a2e58555e7fac0d368a5602c7d0,5,5,"GET","1449275.38"
ad051458033f10f8ec2eb338d5f416c4,5,1,"SET","204498.98"
ad051458033f10f8ec2eb338d5f416c4,5,1,"GET","265957.47"
ad051458033f10f8ec2eb338d5f416c4,5,2,"SET","217391.30"
ad051458033f10f8ec2eb338d5f416c4,5,2,"GET","252525.25"
ad051458033f10f8ec2eb338d5f416c4,5,3,"SET","194931.77"
ad051458033f10f8ec2eb338d5f416c4,5,3,"GET","263852.25"
ad051458033f10f8ec2eb338d5f416c4,5,4,"SET","201207.23"
ad051458033f10f8ec2eb338d5f416c4,5,4,"GET","244498.77"
ad051458033f10f8ec2eb338d5f416c4,5,5,"SET","215053.77"
ad051458033f10f8ec2eb338d5f416c4,5,5,"GET","242130.77"
afa88e8aa7b3de9cec6355d3225edc3a,5,1,"SET","313479.62"
afa88e8aa7b3de9cec6355d3225edc3a,5,1,"GET","400000.00"
afa88e8aa7b3de9cec6355d3225edc3a,5,2,"SET","289017.34"
afa88e8aa7b3de9cec6355d3225edc3a,5,2,"GET","396825.38"
afa88e8aa7b3de9cec6355d3225edc3a,5,3,"SET","303951.38"
afa88e8aa7b3de9cec6355d3225edc3a,5,3,"GET","403225.81"
afa88e8aa7b3de9cec6355d3225edc3a,5,4,"SET","315457.41"
afa88e8aa7b3de9cec6355d3225edc3a,5,4,"GET","387596.91"
afa88e8aa7b3de9cec6355d3225edc3a,5,5,"SET","338983.06"
afa88e8aa7b3de9cec6355d3225edc3a,5,5,"GET","357142.84"
b51fb1d91f57c2b74724ed32e7c0b1fd,5,1,"SET","218818.39"
b51fb1d91f57c2b74724ed32e7c0b1fd,5,1,"GET","273972.59"
b51fb1d91f57c2b74724ed32e7c0b1fd,5,2,"SET","227272.73"
b51fb1d91f57c2b74724ed32e7c0b1fd,5,2,"GET","274725.28"
b51fb1d91f57c2b74724ed32e7c0b1fd,5,3,"SET","209643.61"
b51fb1d91f57c2b74724ed32e7c0b1fd,5,3,"GET","258397.94"
b51fb1d91f57c2b74724ed32e7c0b1fd,5,4,"SET","218818.39"
b51fb1d91f57c2b74724ed32e7c0b1fd,5,4,"GET","272479.56"
b51fb1d91f57c2b74724ed32e7c0b1fd,5,5,"SET","228832.95"
b51fb1d91f57c2b74724ed32e7c0b1fd,5,5,"GET","272479.56"
b8abd3604adfc109bb56b4f8419b03b2,5,1,"SET","211864.41"
b8abd3604adfc109bb56b4f8419b03b2,5,1,"GET","264550.28"
b8abd3604adfc109bb56b4f8419b03b2,5,2,"SET","223214.28"
b8abd3604adfc109bb56b4f8419b03b2,5,2,"GET","250000.00"
b8abd3604adfc109bb56b4f8419b03b2,5,3,"SET","223214.28"
b8abd3604adfc109bb56b4f8419b03b2,5,3,"GET","235849.06"
b8abd3604adfc109bb56b4f8419b03b2,5,4,"SET","222717.16"
b8abd3604adfc109bb56b4f8419b03b2,5,4,"GET","262467.19"
b8abd3604adfc109bb56b4f8419b03b2,5,5,"SET","221238.94"
b8abd3604adfc109bb56b4f8419b03b2,5,5,"GET","264550.28"
bd11845bbab169850069e47e3b9c2bc0,5,1,"SET","201612.91"
bd11845bbab169850069e47e3b9c2bc0,5,1,"GET","250626.58"
bd11845bbab169850069e47e3b9c2bc0,5,2,"SET","210970.47"
bd11845bbab169850069e47e3b9c2bc0,5,2,"GET","253807.11"
bd11845bbab169850069e47e3b9c2bc0,5,3,"SET","205338.81"
bd11845bbab169850069e47e3b9c2bc0,5,3,"GET","255102.05"
bd11845bbab169850069e47e3b9c2bc0,5,4,"SET","197628.47"
bd11845bbab169850069e47e3b9c2bc0,5,4,"GET","255102.05"
bd11845bbab169850069e47e3b9c2bc0,5,5,"SET","204498.98"
bd11845bbab169850069e47e3b9c2bc0,5,5,"GET","243902.44"
bea1b4578968b3bfa758bf1798cd07ac,5,1,"SET","211864.41"
bea1b4578968b3bfa758bf1798cd07ac,5,1,"GET","261780.11"
bea1b4578968b3bfa758bf1798cd07ac,5,2,"SET","202429.16"
bea1b4578968b3bfa758bf1798cd07ac,5,2,"GET","259740.27"
bea1b4578968b3bfa758bf1798cd07ac,5,3,"SET","209643.61"
bea1b4578968b3bfa758bf1798cd07ac,5,3,"GET","246913.58"
bea1b4578968b3bfa758bf1798cd07ac,5,4,"SET","214132.77"
bea1b4578968b3bfa758bf1798cd07ac,5,4,"GET","260416.67"
bea1b4578968b3bfa758bf1798cd07ac,5,5,"SET","215053.77"
bea1b4578968b3bfa758bf1798cd07ac,5,5,"GET","246305.42"
c797e28c8c6254fcb30a08c164527846,5,1,"SET","400000.00"
c797e28c8c6254fcb30a08c164527846,5,1,"GET","431034.50"
c797e28c8c6254fcb30a08c164527846,5,2,"SET","431034.50"
c797e28c8c6254fcb30a08c164527846,5,2,"GET","450450.44"
c797e28c8c6254fcb30a08c164527846,5,3,"SET","431034.50"
c797e28c8c6254fcb30a08c164527846,5,3,"GET","431034.50"
c797e28c8c6254fcb30a08c164527846,5,4,"SET","401606.44"
c797e28c8c6254fcb30a08c164527846,5,4,"GET","429184.56"
c797e28c8c6254fcb30a08c164527846,5,5,"SET","420168.06"
c797e28c8c6254fcb30a08c164527846,5,5,"GET","393700.78"
c8da568b01fdcab600288f35d44cf78a,5,1,"SET","546448.06"
c8da568b01fdcab600288f35d44cf78a,5,1,"GET","584795.31"
c8da568b01fdcab600288f35d44cf78a,5,2,"SET","537634.38"
c8da568b01fdcab600288f35d44cf78a,5,2,"GET","591716.00"
c8da568b01fdcab600288f35d44cf78a,5,3,"SET","485436.91"
c8da568b01fdcab600288f35d44cf78a,5,3,"GET","546448.06"
c8da568b01fdcab600288f35d44cf78a,5,4,"SET","505050.50"
c8da568b01fdcab600288f35d44cf78a,5,4,"GET","492610.84"
c8da568b01fdcab600288f35d44cf78a,5,5,"SET","371747.22"
c8da568b01fdcab600288f35d44cf78a,5,5,"GET","581395.31"
cd1490b6b695bc1dad92e406a57c737e,5,1,"SET","286532.94"
cd1490b6b695bc1dad92e406a57c737e,5,1,"GET","361010.81"
cd1490b6b695bc1dad92e406a57c737e,5,2,"SET","285714.28"
cd1490b6b695bc1dad92e406a57c737e,5,2,"GET","366300.38"
cd1490b6b695bc1dad92e406a57c737e,5,3,"SET","277008.31"
cd1490b6b695bc1dad92e406a57c737e,5,3,"GET","374531.84"
cd1490b6b695bc1dad92e406a57c737e,5,4,"SET","287356.34"
cd1490b6b695bc1dad92e406a57c737e,5,4,"GET","371747.22"
cd1490b6b695bc1dad92e406a57c737e,5,5,"SET","278551.53"
cd1490b6b695bc1dad92e406a57c737e,5,5,"GET","371747.22"
cf03ba0a2c70ac61c730bad91e88ed45,5,1,"SET","386100.38"
cf03ba0a2c70ac61c730bad91e88ed45,5,1,"GET","537634.38"
cf03ba0a2c70ac61c730bad91e88ed45,5,2,"SET","546448.06"
cf03ba0a2c70ac61c730bad91e88ed45,5,2,"GET","523560.22"
cf03ba0a2c70ac61c730bad91e88ed45,5,3,"SET","518134.72"
cf03ba0a2c70ac61c730bad91e88ed45,5,3,"GET","581395.31"
cf03ba0a2c70ac61c730bad91e88ed45,5,4,"SET","529100.56"
cf03ba0a2c70ac61c730bad91e88ed45,5,4,"GET","518134.72"
cf03ba0a2c70ac61c730bad91e88ed45,5,5,"SET","446428.56"
cf03ba0a2c70ac61c730bad91e88ed45,5,5,"GET","581395.31"
cfacf10d92b8803dc52d852a70e3fa19,5,1,"SET","258397.94"
cfacf10d92b8803dc52d852a70e3fa19,5,1,"GET","309597.50"
cfacf10d92b8803dc52d852a70e3fa19,5,2,"SET","258397.94"
cfacf10d92b8803dc52d852a70e3fa19,5,2,"GET","306748.47"
cfacf10d92b8803dc52d852a70e3fa19,5,3,"SET","262467.19"
cfacf10d92b8803dc52d852a70e3fa19,5,3,"GET","298507.47"
cfacf10d92b8803dc52d852a70e3fa19,5,4,"SET","248138.95"
cfacf10d92b8803dc52d852a70e3fa19,5,4,"GET","264550.28"
cfacf10d92b8803dc52d852a70e3fa19,5,5,"SET","266666.66"
cfacf10d92b8803dc52d852a70e3fa19,5,5,"GET","299401.22"
d1aecbc94cc04c477cec22b4cc24329c,5,1,"SET","500000.00"
d1aecbc94cc04c477cec22b4cc24329c,5,1,"GET","662251.69"
